date,hour,price_eur_per_mwh,is_negative_price,negative_price_duration,is_green_energy
2014-04-11,16,26.65,0,0,1
2014-04-11,17,26.0,0,0,1
2014-04-11,18,26.49,0,0,1
2014-04-11,19,26.65,0,0,1
2014-04-11,20,26.71,0,0,1
2014-04-11,21,27.0,0,0,1
2014-04-11,22,26.75,0,0,1
2014-04-11,23,26.14,0,0,1
2014-04-11,24,24.81,0,0,1
2014-04-12,1,28.94,0,0,1
2014-04-12,2,26.65,0,0,1
2014-04-12,3,25.23,0,0,1
2014-04-12,4,24.76,0,0,1
2014-04-12,5,25.36,0,0,1
2014-04-12,6,25.23,0,0,1
2014-04-12,7,25.66,0,0,1
2014-04-12,8,29.23,0,0,1
2014-04-12,9,32.41,0,0,1
2014-04-12,10,34.05,0,0,1
2014-04-12,11,28.79,0,0,1
2014-04-12,12,26.7,0,0,1
2014-04-12,13,25.74,0,0,1
2014-04-12,14,23.42,0,0,1
2014-04-12,15,22.81,0,0,1
2014-04-12,16,22.55,0,0,1
2014-04-12,17,23.03,0,0,1
2014-04-12,18,24.45,0,0,1
2014-04-12,19,24.68,0,0,1
2014-04-12,20,24.55,0,0,1
2014-04-12,21,24.62,0,0,1
2014-04-12,22,24.08,0,0,1
2014-04-12,23,23.24,0,0,1
2014-04-12,24,22.94,0,0,1
2014-04-13,1,20.91,0,0,1
2014-04-13,2,16.11,0,0,1
2014-04-13,3,14.58,0,0,1
2014-04-13,4,13.67,0,0,1
2014-04-13,5,13.25,0,0,1
2014-04-13,6,14.02,0,0,1
2014-04-13,7,13.760000000000002,0,0,1
2014-04-13,8,13.665,0,0,1
2014-04-13,9,15.865,0,0,1
2014-04-13,10,17.145,0,0,1
2014-04-13,11,17.0,0,0,1
2014-04-13,12,17.095,0,0,1
2014-04-13,13,15.535,0,0,1
2014-04-13,14,10.67,0,0,1
2014-04-13,15,2.54,1,1,1
2014-04-13,16,3.825,1,1,1
2014-04-13,17,9.29,1,1,1
2014-04-13,18,14.405000000000001,0,0,1
2014-04-13,19,21.43,0,0,1
2014-04-13,20,24.06,0,0,1
2014-04-13,21,23.775,0,0,1
2014-04-13,22,23.6,0,0,1
2014-04-13,23,23.18,0,0,1
2014-04-13,24,22.6,0,0,1
2014-04-14,1,20.12,0,0,1
2014-04-14,2,14.94,0,0,1
2014-04-14,3,14.92,0,0,1
2014-04-14,4,15.78,0,0,1
2014-04-14,5,19.96,0,0,1
2014-04-14,6,19.27,0,0,1
2014-04-14,7,25.28,0,0,1
2014-04-14,8,26.36,0,0,1
2014-04-14,9,26.97,0,0,1
2014-04-14,10,26.89,0,0,1
2014-04-14,11,26.08,0,0,1
2014-04-14,12,25.88,0,0,1
2014-04-14,13,24.765,0,0,1
2014-04-14,14,23.0,0,0,1
2014-04-14,15,21.65,0,0,1
2014-04-14,16,20.875,0,0,1
2014-04-14,17,16.345,0,0,1
2014-04-14,18,21.89,0,0,1
2014-04-14,19,24.025,0,0,1
2014-04-14,20,25.05,0,0,1
2014-04-14,21,25.27,0,0,1
2014-04-14,22,25.21,0,0,1
2014-04-14,23,23.91,0,0,1
2014-04-14,24,11.104999999999999,0,0,1
2014-04-15,1,14.915,0,0,1
2014-04-15,2,17.055,0,0,1
2014-04-15,3,15.879999999999999,0,0,1
2014-04-15,4,17.45,0,0,1
2014-04-15,5,16.985,0,0,1
2014-04-15,6,21.52,0,0,1
2014-04-15,7,25.35,0,0,1
2014-04-15,8,26.52,0,0,1
2014-04-15,9,27.59,0,0,1
2014-04-15,10,26.99,0,0,1
2014-04-15,11,26.88,0,0,1
2014-04-15,12,26.77,0,0,1
2014-04-15,13,25.98,0,0,1
2014-04-15,14,26.05,0,0,1
2014-04-15,15,25.54,0,0,1
2014-04-15,16,25.51,0,0,1
2014-04-15,17,25.33,0,0,1
2014-04-15,18,26.1,0,0,1
2014-04-15,19,26.21,0,0,1
2014-04-15,20,26.94,0,0,1
2014-04-15,21,36.93,0,0,1
2014-04-15,22,37.1,0,0,1
2014-04-15,23,38.13,0,0,1
2014-04-15,24,32.04,0,0,1
2014-04-16,1,28.84,0,0,1
2014-04-16,2,29.84,0,0,1
2014-04-16,3,28.17,0,0,1
2014-04-16,4,28.51,0,0,1
2014-04-16,5,28.4,0,0,1
2014-04-16,6,31.25,0,0,1
2014-04-16,7,40.92,0,0,1
2014-04-16,8,55.1,0,0,1
2014-04-16,9,58.87,0,0,1
2014-04-16,10,35.99,0,0,1
2014-04-16,11,33.92,0,0,1
2014-04-16,12,29.84,0,0,1
2014-04-16,13,28.34,0,0,1
2014-04-16,14,27.46,0,0,1
2014-04-16,15,26.32,0,0,1
2014-04-16,16,26.13,0,0,1
2014-04-16,17,27.46,0,0,1
2014-04-16,18,31.2,0,0,1
2014-04-16,19,39.24,0,0,1
2014-04-16,20,43.97,0,0,1
2014-04-16,21,43.64,0,0,1
2014-04-16,22,41.94,0,0,1
2014-04-16,23,39.09,0,0,1
2014-04-16,24,31.66,0,0,1
2014-04-17,1,23.59,0,0,1
2014-04-17,2,22.24,0,0,1
2014-04-17,3,21.74,0,0,1
2014-04-17,4,21.66,0,0,1
2014-04-17,5,22.46,0,0,1
2014-04-17,6,24.15,0,0,1
2014-04-17,7,24.1,0,0,1
2014-04-17,8,25.51,0,0,1
2014-04-17,9,26.0,0,0,1
2014-04-17,10,25.42,0,0,1
2014-04-17,11,25.26,0,0,1
2014-04-17,12,24.51,0,0,1
2014-04-17,13,11.92,0,0,1
2014-04-17,14,11.61,0,0,1
2014-04-17,15,11.35,0,0,1
2014-04-17,16,11.145,0,0,1
2014-04-17,17,11.07,0,0,1
2014-04-17,18,11.16,0,0,1
2014-04-17,19,22.32,0,0,1
2014-04-17,20,22.6,0,0,1
2014-04-17,21,23.05,0,0,1
2014-04-17,22,23.28,0,0,1
2014-04-17,23,22.69,0,0,1
2014-04-17,24,22.13,0,0,1
2014-04-18,1,22.62,0,0,1
2014-04-18,2,22.26,0,0,1
2014-04-18,3,22.31,0,0,1
2014-04-18,4,21.17,0,0,1
2014-04-18,5,22.05,0,0,1
2014-04-18,6,22.55,0,0,1
2014-04-18,7,22.39,0,0,1
2014-04-18,8,23.1,0,0,1
2014-04-18,9,24.21,0,0,1
2014-04-18,10,24.71,0,0,1
2014-04-18,11,24.84,0,0,1
2014-04-18,12,24.79,0,0,1
2014-04-18,13,24.42,0,0,1
2014-04-18,14,24.23,0,0,1
2014-04-18,15,23.92,0,0,1
2014-04-18,16,22.65,0,0,1
2014-04-18,17,22.88,0,0,1
2014-04-18,18,23.95,0,0,1
2014-04-18,19,24.3,0,0,1
2014-04-18,20,24.46,0,0,1
2014-04-18,21,24.82,0,0,1
2014-04-18,22,24.89,0,0,1
2014-04-18,23,24.33,0,0,1
2014-04-18,24,24.41,0,0,1
2014-04-19,1,24.7,0,0,1
2014-04-19,2,24.4,0,0,1
2014-04-19,3,24.23,0,0,1
2014-04-19,4,23.85,0,0,1
2014-04-19,5,24.17,0,0,1
2014-04-19,6,24.7,0,0,1
2014-04-19,7,24.21,0,0,1
2014-04-19,8,25.63,0,0,1
2014-04-19,9,29.65,0,0,1
2014-04-19,10,32.66,0,0,1
2014-04-19,11,29.16,0,0,1
2014-04-19,12,28.2,0,0,1
2014-04-19,13,26.28,0,0,1
2014-04-19,14,24.45,0,0,1
2014-04-19,15,22.01,0,0,1
2014-04-19,16,21.43,0,0,1
2014-04-19,17,21.27,0,0,1
2014-04-19,18,23.99,0,0,1
2014-04-19,19,28.78,0,0,1
2014-04-19,20,26.02,0,0,1
2014-04-19,21,25.89,0,0,1
2014-04-19,22,26.16,0,0,1
2014-04-19,23,26.1,0,0,1
2014-04-19,24,23.32,0,0,1
2014-04-20,1,21.34,0,0,1
2014-04-20,2,19.61,0,0,1
2014-04-20,3,19.79,0,0,1
2014-04-20,4,19.75,0,0,1
2014-04-20,5,19.78,0,0,1
2014-04-20,6,19.9,0,0,1
2014-04-20,7,19.79,0,0,1
2014-04-20,8,19.62,0,0,1
2014-04-20,9,20.5,0,0,1
2014-04-20,10,22.65,0,0,1
2014-04-20,11,23.14,0,0,1
2014-04-20,12,22.99,0,0,1
2014-04-20,13,22.18,0,0,1
2014-04-20,14,22.16,0,0,1
2014-04-20,15,21.68,0,0,1
2014-04-20,16,21.47,0,0,1
2014-04-20,17,21.56,0,0,1
2014-04-20,18,21.65,0,0,1
2014-04-20,19,22.31,0,0,1
2014-04-20,20,22.64,0,0,1
2014-04-20,21,25.26,0,0,1
2014-04-20,22,24.9,0,0,1
2014-04-20,23,23.52,0,0,1
2014-04-20,24,21.98,0,0,1
2014-04-21,1,21.32,0,0,1
2014-04-21,2,18.75,0,0,1
2014-04-21,3,17.84,0,0,1
2014-04-21,4,13.49,0,0,1
2014-04-21,5,14.26,0,0,1
2014-04-21,6,17.2,0,0,1
2014-04-21,7,16.97,0,0,1
2014-04-21,8,19.869999999999997,0,0,1
2014-04-21,9,21.59,0,0,1
2014-04-21,10,23.1,0,0,1
2014-04-21,11,23.13,0,0,1
2014-04-21,12,22.31,0,0,1
2014-04-21,13,21.634999999999998,0,0,1
2014-04-21,14,17.11,0,0,1
2014-04-21,15,20.145,0,0,1
2014-04-21,16,20.335,0,0,1
2014-04-21,17,20.56,0,0,1
2014-04-21,18,21.57,0,0,1
2014-04-21,19,23.91,0,0,1
2014-04-21,20,24.1,0,0,1
2014-04-21,21,24.63,0,0,1
2014-04-21,22,24.87,0,0,1
2014-04-21,23,23.65,0,0,1
2014-04-21,24,22.91,0,0,1
2014-04-22,1,21.88,0,0,1
2014-04-22,2,21.17,0,0,1
2014-04-22,3,20.9,0,0,1
2014-04-22,4,21.19,0,0,1
2014-04-22,5,22.33,0,0,1
2014-04-22,6,23.13,0,0,1
2014-04-22,7,25.62,0,0,1
2014-04-22,8,28.48,0,0,1
2014-04-22,9,34.7,0,0,1
2014-04-22,10,34.76,0,0,1
2014-04-22,11,33.44,0,0,1
2014-04-22,12,32.09,0,0,1
2014-04-22,13,32.04,0,0,1
2014-04-22,14,32.02,0,0,1
2014-04-22,15,29.93,0,0,1
2014-04-22,16,28.37,0,0,1
2014-04-22,17,28.1,0,0,1
2014-04-22,18,29.1,0,0,1
2014-04-22,19,28.94,0,0,1
2014-04-22,20,29.21,0,0,1
2014-04-22,21,28.18,0,0,1
2014-04-22,22,27.78,0,0,1
2014-04-22,23,25.36,0,0,1
2014-04-22,24,22.37,0,0,1
2014-04-23,1,20.72,0,0,1
2014-04-23,2,19.81,0,0,1
2014-04-23,3,19.69,0,0,1
2014-04-23,4,19.95,0,0,1
2014-04-23,5,21.14,0,0,1
2014-04-23,6,23.53,0,0,1
2014-04-23,7,26.07,0,0,1
2014-04-23,8,28.69,0,0,1
2014-04-23,9,32.51,0,0,1
2014-04-23,10,33.68,0,0,1
2014-04-23,11,36.93,0,0,1
2014-04-23,12,29.78,0,0,1
2014-04-23,13,28.99,0,0,1
2014-04-23,14,29.04,0,0,1
2014-04-23,15,29.36,0,0,1
2014-04-23,16,27.76,0,0,1
2014-04-23,17,27.41,0,0,1
2014-04-23,18,28.8,0,0,1
2014-04-23,19,27.72,0,0,1
2014-04-23,20,27.93,0,0,1
2014-04-23,21,27.95,0,0,1
2014-04-23,22,27.66,0,0,1
2014-04-23,23,26.28,0,0,1
2014-04-23,24,23.66,0,0,1
2014-04-24,1,22.52,0,0,1
2014-04-24,2,21.76,0,0,1
2014-04-24,3,21.72,0,0,1
2014-04-24,4,22.51,0,0,1
2014-04-24,5,23.53,0,0,1
2014-04-24,6,25.44,0,0,1
2014-04-24,7,27.45,0,0,1
2014-04-24,8,31.87,0,0,1
2014-04-24,9,40.42,0,0,1
2014-04-24,10,40.48,0,0,1
2014-04-24,11,36.55,0,0,1
2014-04-24,12,36.48,0,0,1
2014-04-24,13,32.47,0,0,1
2014-04-24,14,32.45,0,0,1
2014-04-24,15,32.45,0,0,1
2014-04-24,16,32.45,0,0,1
2014-04-24,17,32.44,0,0,1
2014-04-24,18,34.25,0,0,1
2014-04-24,19,39.96,0,0,1
2014-04-24,20,39.95,0,0,1
2014-04-24,21,39.45,0,0,1
2014-04-24,22,39.21,0,0,1
2014-04-24,23,28.05,0,0,1
2014-04-24,24,26.75,0,0,1
2014-04-25,1,25.06,0,0,1
2014-04-25,2,24.31,0,0,1
2014-04-25,3,24.36,0,0,1
2014-04-25,4,24.51,0,0,1
2014-04-25,5,25.63,0,0,1
2014-04-25,6,27.32,0,0,1
2014-04-25,7,30.59,0,0,1
2014-04-25,8,40.56,0,0,1
2014-04-25,9,40.48,0,0,1
2014-04-25,10,38.95,0,0,1
2014-04-25,11,36.02,0,0,1
2014-04-25,12,34.98,0,0,1
2014-04-25,13,30.97,0,0,1
2014-04-25,14,30.04,0,0,1
2014-04-25,15,29.16,0,0,1
2014-04-25,16,28.92,0,0,1
2014-04-25,17,28.79,0,0,1
2014-04-25,18,30.31,0,0,1
2014-04-25,19,30.33,0,0,1
2014-04-25,20,28.57,0,0,1
2014-04-25,21,27.85,0,0,1
2014-04-25,22,28.04,0,0,1
2014-04-25,23,26.75,0,0,1
2014-04-25,24,25.64,0,0,1
2014-04-26,1,26.28,0,0,1
2014-04-26,2,25.01,0,0,1
2014-04-26,3,24.67,0,0,1
2014-04-26,4,24.67,0,0,1
2014-04-26,5,25.52,0,0,1
2014-04-26,6,25.45,0,0,1
2014-04-26,7,25.99,0,0,1
2014-04-26,8,26.45,0,0,1
2014-04-26,9,27.63,0,0,1
2014-04-26,10,34.45,0,0,1
2014-04-26,11,32.09,0,0,1
2014-04-26,12,30.28,0,0,1
2014-04-26,13,27.61,0,0,1
2014-04-26,14,26.84,0,0,1
2014-04-26,15,26.58,0,0,1
2014-04-26,16,26.55,0,0,1
2014-04-26,17,26.74,0,0,1
2014-04-26,18,30.56,0,0,1
2014-04-26,19,31.84,0,0,1
2014-04-26,20,27.84,0,0,1
2014-04-26,21,27.94,0,0,1
2014-04-26,22,27.85,0,0,1
2014-04-26,23,27.32,0,0,1
2014-04-26,24,26.32,0,0,1
2014-04-27,1,26.72,0,0,1
2014-04-27,2,24.39,0,0,1
2014-04-27,3,22.54,0,0,1
2014-04-27,4,18.99,0,0,1
2014-04-27,5,19.62,0,0,1
2014-04-27,6,19.19,0,0,1
2014-04-27,7,17.49,0,0,1
2014-04-27,8,19.52,0,0,1
2014-04-27,9,22.51,0,0,1
2014-04-27,10,26.4,0,0,1
2014-04-27,11,27.1,0,0,1
2014-04-27,12,27.36,0,0,1
2014-04-27,13,27.06,0,0,1
2014-04-27,14,24.59,0,0,1
2014-04-27,15,23.15,0,0,1
2014-04-27,16,20.38,0,0,1
2014-04-27,17,19.87,0,0,1
2014-04-27,18,23.74,0,0,1
2014-04-27,19,27.65,0,0,1
2014-04-27,20,30.46,0,0,1
2014-04-27,21,33.9,0,0,1
2014-04-27,22,30.74,0,0,1
2014-04-27,23,26.94,0,0,1
2014-04-27,24,26.33,0,0,1
2014-04-28,1,24.69,0,0,1
2014-04-28,2,24.78,0,0,1
2014-04-28,3,24.59,0,0,1
2014-04-28,4,24.06,0,0,1
2014-04-28,5,24.1,0,0,1
2014-04-28,6,26.87,0,0,1
2014-04-28,7,30.62,0,0,1
2014-04-28,8,55.52,0,0,1
2014-04-28,9,52.44,0,0,1
2014-04-28,10,55.54,0,0,1
2014-04-28,11,55.56,0,0,1
2014-04-28,12,54.02,0,0,1
2014-04-28,13,52.57,0,0,1
2014-04-28,14,42.57,0,0,1
2014-04-28,15,40.96,0,0,1
2014-04-28,16,39.27,0,0,1
2014-04-28,17,36.13,0,0,1
2014-04-28,18,38.23,0,0,1
2014-04-28,19,43.38,0,0,1
2014-04-28,20,40.72,0,0,1
2014-04-28,21,44.56,0,0,1
2014-04-28,22,50.07,0,0,1
2014-04-28,23,36.29,0,0,1
2014-04-28,24,30.38,0,0,1
2014-04-29,1,29.73,0,0,1
2014-04-29,2,29.16,0,0,1
2014-04-29,3,28.96,0,0,1
2014-04-29,4,28.63,0,0,1
2014-04-29,5,28.78,0,0,1
2014-04-29,6,31.86,0,0,1
2014-04-29,7,38.97,0,0,1
2014-04-29,8,47.92,0,0,1
2014-04-29,9,50.38,0,0,1
2014-04-29,10,50.79,0,0,1
2014-04-29,11,47.44,0,0,1
2014-04-29,12,49.32,0,0,1
2014-04-29,13,46.74,0,0,1
2014-04-29,14,44.85,0,0,1
2014-04-29,15,41.32,0,0,1
2014-04-29,16,37.7,0,0,1
2014-04-29,17,36.6,0,0,1
2014-04-29,18,39.67,0,0,1
2014-04-29,19,45.0,0,0,1
2014-04-29,20,45.96,0,0,1
2014-04-29,21,46.16,0,0,1
2014-04-29,22,44.96,0,0,1
2014-04-29,23,40.72,0,0,1
2014-04-29,24,33.01,0,0,1
2014-04-30,1,30.47,0,0,1
2014-04-30,2,29.73,0,0,1
2014-04-30,3,28.24,0,0,1
2014-04-30,4,28.1,0,0,1
2014-04-30,5,28.57,0,0,1
2014-04-30,6,30.42,0,0,1
2014-04-30,7,35.03,0,0,1
2014-04-30,8,44.93,0,0,1
2014-04-30,9,52.26,0,0,1
2014-04-30,10,49.11,0,0,1
2014-04-30,11,42.98,0,0,1
2014-04-30,12,42.04,0,0,1
2014-04-30,13,39.94,0,0,1
2014-04-30,14,39.98,0,0,1
2014-04-30,15,38.06,0,0,1
2014-04-30,16,36.2,0,0,1
2014-04-30,17,34.02,0,0,1
2014-04-30,18,32.59,0,0,1
2014-04-30,19,35.15,0,0,1
2014-04-30,20,37.44,0,0,1
2014-04-30,21,35.9,0,0,1
2014-04-30,22,34.08,0,0,1
2014-04-30,23,32.04,0,0,1
2014-04-30,24,29.31,0,0,1
2014-05-01,1,28.21,0,0,1
2014-05-01,2,26.19,0,0,1
2014-05-01,3,23.91,0,0,1
2014-05-01,4,20.8,0,0,1
2014-05-01,5,21.07,0,0,1
2014-05-01,6,22.64,0,0,1
2014-05-01,7,21.03,0,0,1
2014-05-01,8,25.62,0,0,1
2014-05-01,9,27.38,0,0,1
2014-05-01,10,28.2,0,0,1
2014-05-01,11,28.54,0,0,1
2014-05-01,12,28.58,0,0,1
2014-05-01,13,28.27,0,0,1
2014-05-01,14,28.15,0,0,1
2014-05-01,15,27.33,0,0,1
2014-05-01,16,27.22,0,0,1
2014-05-01,17,27.36,0,0,1
2014-05-01,18,27.62,0,0,1
2014-05-01,19,28.24,0,0,1
2014-05-01,20,28.97,0,0,1
2014-05-01,21,29.02,0,0,1
2014-05-01,22,29.34,0,0,1
2014-05-01,23,28.65,0,0,1
2014-05-01,24,26.95,0,0,1
2014-05-02,1,25.06,0,0,1
2014-05-02,2,23.45,0,0,1
2014-05-02,3,24.08,0,0,1
2014-05-02,4,25.15,0,0,1
2014-05-02,5,26.24,0,0,1
2014-05-02,6,28.13,0,0,1
2014-05-02,7,30.0,0,0,1
2014-05-02,8,34.26,0,0,1
2014-05-02,9,37.49,0,0,1
2014-05-02,10,37.19,0,0,1
2014-05-02,11,36.33,0,0,1
2014-05-02,12,35.99,0,0,1
2014-05-02,13,35.82,0,0,1
2014-05-02,14,32.38,0,0,1
2014-05-02,15,30.37,0,0,1
2014-05-02,16,30.07,0,0,1
2014-05-02,17,29.9,0,0,1
2014-05-02,18,29.96,0,0,1
2014-05-02,19,31.95,0,0,1
2014-05-02,20,33.26,0,0,1
2014-05-02,21,33.77,0,0,1
2014-05-02,22,33.98,0,0,1
2014-05-02,23,33.45,0,0,1
2014-05-02,24,30.33,0,0,1
2014-05-03,1,30.28,0,0,1
2014-05-03,2,29.12,0,0,1
2014-05-03,3,28.61,0,0,1
2014-05-03,4,28.56,0,0,1
2014-05-03,5,28.48,0,0,1
2014-05-03,6,27.89,0,0,1
2014-05-03,7,26.97,0,0,1
2014-05-03,8,28.93,0,0,1
2014-05-03,9,32.17,0,0,1
2014-05-03,10,32.97,0,0,1
2014-05-03,11,32.6,0,0,1
2014-05-03,12,30.66,0,0,1
2014-05-03,13,30.43,0,0,1
2014-05-03,14,29.32,0,0,1
2014-05-03,15,28.36,0,0,1
2014-05-03,16,27.75,0,0,1
2014-05-03,17,27.12,0,0,1
2014-05-03,18,28.59,0,0,1
2014-05-03,19,30.08,0,0,1
2014-05-03,20,32.41,0,0,1
2014-05-03,21,33.0,0,0,1
2014-05-03,22,33.19,0,0,1
2014-05-03,23,33.0,0,0,1
2014-05-03,24,30.59,0,0,1
2014-05-04,1,28.105,0,0,1
2014-05-04,2,26.01,0,0,1
2014-05-04,3,24.8,0,0,1
2014-05-04,4,25.97,0,0,1
2014-05-04,5,25.98,0,0,1
2014-05-04,6,26.26,0,0,1
2014-05-04,7,27.17,0,0,1
2014-05-04,8,27.62,0,0,1
2014-05-04,9,29.61,0,0,1
2014-05-04,10,30.06,0,0,1
2014-05-04,11,30.17,0,0,1
2014-05-04,12,30.37,0,0,1
2014-05-04,13,30.21,0,0,1
2014-05-04,14,30.19,0,0,1
2014-05-04,15,30.18,0,0,1
2014-05-04,16,30.1,0,0,1
2014-05-04,17,30.17,0,0,1
2014-05-04,18,31.0,0,0,1
2014-05-04,19,31.13,0,0,1
2014-05-04,20,33.13,0,0,1
2014-05-04,21,34.27,0,0,1
2014-05-04,22,36.42,0,0,1
2014-05-04,23,36.43,0,0,1
2014-05-04,24,33.88,0,0,1
2014-05-05,1,30.855,0,0,1
2014-05-05,2,29.99,0,0,1
2014-05-05,3,29.71,0,0,1
2014-05-05,4,29.91,0,0,1
2014-05-05,5,30.95,0,0,1
2014-05-05,6,32.58,0,0,1
2014-05-05,7,39.79,0,0,1
2014-05-05,8,44.08,0,0,1
2014-05-05,9,56.93,0,0,1
2014-05-05,10,55.64,0,0,1
2014-05-05,11,55.26,0,0,1
2014-05-05,12,52.97,0,0,1
2014-05-05,13,52.95,0,0,1
2014-05-05,14,47.9,0,0,1
2014-05-05,15,41.66,0,0,1
2014-05-05,16,39.38,0,0,1
2014-05-05,17,35.59,0,0,1
2014-05-05,18,36.98,0,0,1
2014-05-05,19,42.32,0,0,1
2014-05-05,20,46.2,0,0,1
2014-05-05,21,46.99,0,0,1
2014-05-05,22,42.93,0,0,1
2014-05-05,23,36.78,0,0,1
2014-05-05,24,31.2,0,0,1
2014-05-06,1,30.81,0,0,1
2014-05-06,2,30.0,0,0,1
2014-05-06,3,29.5,0,0,1
2014-05-06,4,29.28,0,0,1
2014-05-06,5,29.35,0,0,1
2014-05-06,6,31.47,0,0,1
2014-05-06,7,33.07,0,0,1
2014-05-06,8,37.98,0,0,1
2014-05-06,9,38.94,0,0,1
2014-05-06,10,36.18,0,0,1
2014-05-06,11,33.88,0,0,1
2014-05-06,12,33.41,0,0,1
2014-05-06,13,31.384999999999998,0,0,1
2014-05-06,14,31.125,0,0,1
2014-05-06,15,31.5,0,0,1
2014-05-06,16,32.075,0,0,1
2014-05-06,17,32.38,0,0,1
2014-05-06,18,34.32,0,0,1
2014-05-06,19,37.04,0,0,1
2014-05-06,20,34.45,0,0,1
2014-05-06,21,34.2,0,0,1
2014-05-06,22,34.61,0,0,1
2014-05-06,23,33.54,0,0,1
2014-05-06,24,31.08,0,0,1
2014-05-07,1,29.35,0,0,1
2014-05-07,2,28.61,0,0,1
2014-05-07,3,27.69,0,0,1
2014-05-07,4,27.91,0,0,1
2014-05-07,5,28.62,0,0,1
2014-05-07,6,31.64,0,0,1
2014-05-07,7,35.07,0,0,1
2014-05-07,8,43.94,0,0,1
2014-05-07,9,47.5,0,0,1
2014-05-07,10,46.89,0,0,1
2014-05-07,11,48.95,0,0,1
2014-05-07,12,49.55,0,0,1
2014-05-07,13,47.1,0,0,1
2014-05-07,14,47.17,0,0,1
2014-05-07,15,46.81,0,0,1
2014-05-07,16,36.95,0,0,1
2014-05-07,17,35.31,0,0,1
2014-05-07,18,34.92,0,0,1
2014-05-07,19,35.16,0,0,1
2014-05-07,20,36.72,0,0,1
2014-05-07,21,36.79,0,0,1
2014-05-07,22,36.95,0,0,1
2014-05-07,23,34.5,0,0,1
2014-05-07,24,30.91,0,0,1
2014-05-08,1,32.59,0,0,1
2014-05-08,2,31.9,0,0,1
2014-05-08,3,31.41,0,0,1
2014-05-08,4,31.22,0,0,1
2014-05-08,5,31.51,0,0,1
2014-05-08,6,33.019999999999996,0,0,1
2014-05-08,7,36.66,0,0,1
2014-05-08,8,46.01,0,0,1
2014-05-08,9,53.78,0,0,1
2014-05-08,10,47.29,0,0,1
2014-05-08,11,41.21,0,0,1
2014-05-08,12,37.56,0,0,1
2014-05-08,13,36.94,0,0,1
2014-05-08,14,37.025,0,0,1
2014-05-08,15,36.55500000000001,0,0,1
2014-05-08,16,36.0,0,0,1
2014-05-08,17,35.33,0,0,1
2014-05-08,18,36.94,0,0,1
2014-05-08,19,37.56,0,0,1
2014-05-08,20,40.0,0,0,1
2014-05-08,21,47.6,0,0,1
2014-05-08,22,43.18,0,0,1
2014-05-08,23,36.69,0,0,1
2014-05-08,24,33.02,0,0,1
2014-05-09,1,32.03,0,0,1
2014-05-09,2,31.85,0,0,1
2014-05-09,3,31.48,0,0,1
2014-05-09,4,31.48,0,0,1
2014-05-09,5,32.26,0,0,1
2014-05-09,6,36.19,0,0,1
2014-05-09,7,39.54,0,0,1
2014-05-09,8,48.13,0,0,1
2014-05-09,9,56.4,0,0,1
2014-05-09,10,55.47,0,0,1
2014-05-09,11,54.29,0,0,1
2014-05-09,12,52.84,0,0,1
2014-05-09,13,48.1,0,0,1
2014-05-09,14,46.89,0,0,1
2014-05-09,15,41.62,0,0,1
2014-05-09,16,39.18,0,0,1
2014-05-09,17,37.19,0,0,1
2014-05-09,18,38.83,0,0,1
2014-05-09,19,37.77,0,0,1
2014-05-09,20,36.91,0,0,1
2014-05-09,21,36.25,0,0,1
2014-05-09,22,40.18,0,0,1
2014-05-09,23,36.22,0,0,1
2014-05-09,24,32.760000000000005,0,0,1
2014-05-10,1,27.369999999999997,0,0,1
2014-05-10,2,27.77,0,0,1
2014-05-10,3,26.9,0,0,1
2014-05-10,4,26.71,0,0,1
2014-05-10,5,27.265,0,0,1
2014-05-10,6,27.555,0,0,1
2014-05-10,7,28.505,0,0,1
2014-05-10,8,30.09,0,0,1
2014-05-10,9,30.98,0,0,1
2014-05-10,10,32.35,0,0,1
2014-05-10,11,32.8,0,0,1
2014-05-10,12,30.855000000000004,0,0,1
2014-05-10,13,30.185,0,0,1
2014-05-10,14,29.69,0,0,1
2014-05-10,15,29.064999999999998,0,0,1
2014-05-10,16,28.54,0,0,1
2014-05-10,17,29.41,0,0,1
2014-05-10,18,30.57,0,0,1
2014-05-10,19,33.845,0,0,1
2014-05-10,20,33.99,0,0,1
2014-05-10,21,32.705,0,0,1
2014-05-10,22,30.565,0,0,1
2014-05-10,23,29.849999999999998,0,0,1
2014-05-10,24,27.25,0,0,1
2014-05-11,1,26.715,0,0,1
2014-05-11,2,25.83,0,0,1
2014-05-11,3,25.555,0,0,1
2014-05-11,4,25.505000000000003,0,0,1
2014-05-11,5,24.865000000000002,0,0,1
2014-05-11,6,24.64,0,0,1
2014-05-11,7,24.865000000000002,0,0,1
2014-05-11,8,25.045,0,0,1
2014-05-11,9,25.975,0,0,1
2014-05-11,10,27.43,0,0,1
2014-05-11,11,28.39,0,0,1
2014-05-11,12,28.575,0,0,1
2014-05-11,13,28.345,0,0,1
2014-05-11,14,28.200000000000003,0,0,1
2014-05-11,15,27.84,0,0,1
2014-05-11,16,27.69,0,0,1
2014-05-11,17,27.925,0,0,1
2014-05-11,18,28.68,0,0,1
2014-05-11,19,29.035,0,0,1
2014-05-11,20,29.104999999999997,0,0,1
2014-05-11,21,31.480000000000004,0,0,1
2014-05-11,22,34.39,0,0,1
2014-05-11,23,32.23,0,0,1
2014-05-11,24,27.405,0,0,1
2014-05-12,1,26.67,0,0,1
